,lemma_1,lemma_2,year,genre,source,text,clean_text
558,spring,action,2018,MAG,Bleacher Report,had a lead to take to Old Trafford. # The Spain international sprung into action in the first half to somehow keep out Luis Muriel's bullet header. As,had a lead to take to Old Trafford. # The Spain international sprung into action in the first half to somehow keep out Luis Muriel's bullet header. As
559,spring,action,2018,MAG,Fox News,"When Corbin's husband was killed by enemy fire, the young woman sprang into action. Well-versed in how to operate a cannon, she assumed an artilleryman's position","When Corbin's husband was killed by enemy fire, the young woman sprang into action. Well-versed in how to operate a cannon, she assumed an artilleryman's position"
560,spring,action,2018,NEWS,The Boston Globe,"has his attention focused on the field. # Revolution keeper Matt Turner sprang into action, though, diving to his left and turning aside Jack Price's penalty in","has his attention focused on the field. # Revolution keeper Matt Turner sprang into action, though, diving to his left and turning aside Jack Price's penalty in"
561,spring,action,2017,SPOK,Fox: The Five,"So by playing the sound of puppies crying on a phone, she sprung into action, leading the rescuers to two miles out into the country into an abandoned farmhouse","So by playing the sound of puppies crying on a phone, she sprung into action, leading the rescuers to two miles out into the country into an abandoned farmhouse"
562,spring,action,2017,SPOK,Fox: First 100 Days,". So "" The Weekly Standard "" reports that Republican Senator Tom Cotton sprung into action and demanded that Schumer keep his word. After Donald Trump was a sworn in",". So "" The Weekly Standard "" reports that Republican Senator Tom Cotton sprung into action and demanded that Schumer keep his word. After Donald Trump was a sworn in"
563,spring,action,2017,FIC,Bk:TomClancysOp-center,"when we get it. "" # The rest of the watch team sprang into action as chat windows opened and questions - but few answers - streamed back and forth","when we get it. "" # The rest of the watch team sprang into action as chat windows opened and questions - but few answers - streamed back and forth"
564,spring,action,2017,FIC,Analog,"zombie fungus is that it gets a slow-motion response. Instead of everyone springing into action, everyone writes procedures on how to deal with the crisis, and it all","zombie fungus is that it gets a slow-motion response. Instead of everyone springing into action, everyone writes procedures on how to deal with the crisis, and it all"
565,spring,action,2017,NEWS,Virginian-Pilot,"and a team of pilots, engineers, navigators, technicians and scientists spring into action. About 100 people work alongside her at MacDill, where she is NOAA's","and a team of pilots, engineers, navigators, technicians and scientists spring into action. About 100 people work alongside her at MacDill, where she is NOAA's"
566,spring,action,2017,NEWS,Minneapolis Star Tribune,"4195843 # Information technology professionals at hospitals across Minnesota sprang into action and worked on cybersecurity preparations throughout the weekend to avoid the crippling "" ransomware ""","4195843 # Information technology professionals at hospitals across Minnesota sprang into action and worked on cybersecurity preparations throughout the weekend to avoid the crippling "" ransomware """
567,spring,action,2016,MAG,RollingStone.com,"(plane crash, rig explosion, insurgent attack) requires that he springs into action and transforms into the pillar of courage that has captured the American imagination again and","(plane crash, rig explosion, insurgent attack) requires that he springs into action and transforms into the pillar of courage that has captured the American imagination again and"
568,spring,action,2016,MAG,Salon,"Michigan's voters did in November 2012. The lame duck legislature then sprang into action, passing a new emergency manager law, which Snyder signed just after Christmas,","Michigan's voters did in November 2012. The lame duck legislature then sprang into action, passing a new emergency manager law, which Snyder signed just after Christmas,"
569,spring,action,2016,MAG,Hollywood Reporter,"O'Donnell finished his rebuttal interview of Read, Redstone's attorney Gabrielle Vidal sprung into action and revived their motion to dismiss. # "" Mr. Redstone testified today... that","O'Donnell finished his rebuttal interview of Read, Redstone's attorney Gabrielle Vidal sprung into action and revived their motion to dismiss. # "" Mr. Redstone testified today... that"
570,spring,action,2016,NEWS,Arizona Daily Star,"as "" racist skinheads "" and an anti-immigrant group.  Community groups spring into action # In response to experiences like Magee-Uhlik's and other acts, YWCA, Pantsuit","as "" racist skinheads "" and an anti-immigrant group. Community groups spring into action # In response to experiences like Magee-Uhlik's and other acts, YWCA, Pantsuit"
571,spring,action,2016,NEWS,USA TODAY,"kicked off with people rushing through store doors early Friday morning. Shoppers sprang into action at the Best Buy in Watertown, Massachusetts at 1 A.M. (Nov. 25)","kicked off with people rushing through store doors early Friday morning. Shoppers sprang into action at the Best Buy in Watertown, Massachusetts at 1 A.M. (Nov. 25)"
572,spring,action,2015,MAG,Essence,"three and her best friend, Cassietta Pringle, a single mom, sprung into action. With $25,000 of their combined savings, the women launched Mamatoto Village. (","three and her best friend, Cassietta Pringle, a single mom, sprung into action. With $25,000 of their combined savings, the women launched Mamatoto Village. ("
573,spring,action,2015,NEWS,Atlanta,"the Falcons' coaching search is over, the restructured front office must spring into action to turn around the franchise's fortunes. "" I understand that we have a","the Falcons' coaching search is over, the restructured front office must spring into action to turn around the franchise's fortunes. "" I understand that we have a"
574,spring,action,2015,NEWS,Atlanta,"he's going to Vegas with his daughter, but he has to spring into action when duty calls. It has slapstick and sight gags, but they just are","he's going to Vegas with his daughter, but he has to spring into action when duty calls. It has slapstick and sight gags, but they just are"
575,spring,action,2015,NEWS,STLouis,"on that case - Megaro, and St. Louis attorney Samuel Henderson - sprung into action after the more recent arrest. They issued subpoenas to businesses all around the Soulard","on that case - Megaro, and St. Louis attorney Samuel Henderson - sprung into action after the more recent arrest. They issued subpoenas to businesses all around the Soulard"
576,spring,action,2015,TV,Survivor,", Former lifeguard on the tribe, jenn immediately sprung into Jenn immediately sprung into action. Action. She took a pot of boiling water She took a pot of",", Former lifeguard on the tribe, jenn immediately sprung into Jenn immediately sprung into action. Action. She took a pot of boiling water She took a pot of"
577,spring,action,2014,TV,Vice,"thousands of people from their jobs in fishing or tourism, the community sprang into action and was on the front lines of the massive cleanup effort paid for by BP","thousands of people from their jobs in fishing or tourism, the community sprang into action and was on the front lines of the massive cleanup effort paid for by BP"
578,spring,action,2012,TV,Childrens Hospital,"Rob Huebel plays Dr. Owen Maestro. Rob: And so I sprung into action, you know. My television-doctor instincts just kicked in. Clear! Aah!","Rob Huebel plays Dr. Owen Maestro. Rob: And so I sprung into action, you know. My television-doctor instincts just kicked in. Clear! Aah!"
579,spring,action,2012,WEB,abcnews.go.com,scores of tech-savvy youth in Israel's government media command center in Jerusalem sprang into action. # They began flooding social media with updates and created a graphic exclaiming:,scores of tech-savvy youth in Israel's government media command center in Jerusalem sprang into action. # They began flooding social media with updates and created a graphic exclaiming:
