name,hasName,hasRoleType,label,correspondsToFrameElement,hasDefinition
Role_Frame_Government_decision_making_decision_maker_actions,['decision_maker_actions'],,['Government decision making.decision_maker_actions'],,
Role_Frame_Part_whole_part_1,['part_1'],,['Part whole.part_1'],,
Role_Frame_Recreational_competition_event,['event'],,['Recreational competition.event'],,
Role_Frame_Gain_possession_source,['source'],,['Gain possession.source'],['Source'],
Role_Frame_Gun_control_controlled_object,['controlled_object'],,['Gun control.controlled_object'],,"['ammunition', 'guns']"
Role_Frame_Treating_a_physical_affliction_treatment_procedure,['treatment_procedure'],,['Treating a physical affliction.treatment_procedure'],,
Role_Frame_Emotion_emotion_level,['emotion_level'],,['Emotion.emotion_level'],,
Role_Frame_Physical_combat_fighter1,['fighter1'],,['Physical combat.fighter1'],,
Role_Frame_Bounded_entity_bounded_entity,['bounded_entity'],,['Bounded entity.bounded_entity'],,
Role_Frame_Social_problems_honest_citizens,['honest_citizens'],,['Social problems.honest_citizens'],,
Role_Frame_Governing_action_governing_objectives,['governing_objectives'],,['Governing action.governing_objectives'],,
Role_Frame_Motion_along_a_path_source_of_motion,['source_of_motion'],,['Motion along a path.source_of_motion'],,
Role_Frame_Physical_affliction_patient,['patient'],['Animate Entity'],['Physical_affliction.patient'],,
Role_Frame_Idea_idea_source,['idea_source'],,['Idea.idea_source'],,
Role_Frame_Criticizing_target_of_criticism,['target_of_criticism'],,['Criticizing.target_of_criticism'],,
Role_Frame_Motion_impediments_mover_motion_x_schema,['mover_motion_x-schema'],,['Motion impediments.mover_motion_x-schema'],,
Role_Frame_Into_profiled_region,['profiled_region'],,['Into.profiled_region'],,
Role_Frame_Trust_relationship_trust_emotion,['trust_emotion'],,['Trust relationship.trust_emotion'],,
Role_Frame_Competition_competition_loser,['competition_loser'],,['Competition.competition_loser'],,
Role_Frame_Moral_authority_moral_authority_obeyer,['moral_authority_obeyer'],,['Moral authority.moral_authority_obeyer'],,
Role_Frame_X_schema_x_schema_continue,['x-schema_continue'],['stage'],['X-schema.x-schema_continue'],,
Role_Frame_Object_construction_object_size,['object_size'],,['Object construction.object_size'],,
Role_Frame_Being_in_a_bounded_region_located_thing,['located_thing'],,['Being in a bounded region.located_thing'],,
Role_Frame_Child_care_employer,['employer'],,['Child care.employer'],,['optional role']
Role_Frame_Silencing_speaker,['speaker'],,['Silencing.speaker'],['Speaker'],['the person being silenced']
Role_Frame_Thinking_about_considering,['considering'],,['Thinking about.considering'],,
Role_Frame_Being_stable_entity,['entity'],,['Being stable.entity'],,
Role_Frame_Motion_with_respect_to_an_undesirable_entity_mover_motion,['mover_motion'],,['Motion with respect to an undesirable entity.mover_motion'],,
Role_Frame_Servant_servant,['servant'],,['Servant.servant'],,
Role_Frame_Restore_to_life_life_liver,['life_liver'],,['Restore to life.life_liver'],,['entity whose life is restored']
Role_Frame_Bounded_region_proximal_region,['proximal region'],,['Bounded region.proximal region'],,
Role_Frame_Control_dependent_entity,['dependent_entity'],,['Control.dependent_entity'],['Dependent_entity'],
Role_Frame_Parent_child,['child'],,['Parent.child'],,
Role_Frame_Directed_emotion_target,['target'],,['Directed emotion.target'],['Stimulus'],['person or thing emotion is directed at']
Role_Frame_Substance_amount_of_substance,['amount_of_substance'],,['Substance.amount_of_substance'],,
Role_Frame_Passion_experience,['experience'],,['Passion.experience'],,
Role_Frame_Communication_Communicator,['Communicator'],,['Communication.Communicator'],,
Role_Frame_Entrusting_thing_entrusted,['thing_entrusted'],,['Entrusting.thing_entrusted'],,
Role_Frame_Government_decision_making_entity_under_consideration_ongoing_status,['entity_under_consideration_ongoing_status'],,['Government decision making.entity_under_consideration_ongoing_status'],,
Role_Frame_Life_short_term_life_goals,['short_term_life_goals'],,['Life.short_term_life_goals'],,
Role_Frame_relation_relation_value,['relation_value'],,['relation.relation_value'],,
Role_Frame_Motion_affecting_objects_mover,['mover'],,['Motion-affecting objects.mover'],,
Role_Frame_Object_object_entity,['object_entity'],,['Object.object_entity'],,
Role_Frame_Disgust_disgust_stimulus,['disgust_stimulus'],,['Disgust.disgust_stimulus'],,
Role_Frame_Gun_debate_affirmative_team,['affirmative_team'],,['Gun debate.affirmative_team'],,
Role_Frame_Seeing_visual_ability,['visual_ability'],,['Seeing.visual_ability'],,['the ability to see']
Role_Frame_Work_scenario_compensation,['compensation'],['Income'],['Work scenario.compensation'],,['the money and other benefits the worker receives from the employer']
Role_Frame_Containment_Exterior,['Exterior'],,['Containment.Exterior'],,
Role_Frame_Harm_cause,['cause'],,['Harm.cause'],,['entity/situation that causes of harm']
Role_Frame_Boat_boat_passengers,['boat_passengers'],,['Boat.boat_passengers'],,
Role_Frame_Control_control_relation_status_start,['control_relation_status.start'],,['Control.control_relation_status.start'],,
Role_Frame_Economic_difficulty_cause_of_difficulty,['cause_of_difficulty'],,['Economic difficulty.cause_of_difficulty'],,['entity or situation that causes difficulty']
Role_Frame_Journey_journeyer,['journeyer'],['entity'],['Journey.journeyer'],,
Role_Frame_Relationship_relationship_intensity,['relationship_intensity'],,['Relationship.relationship_intensity'],,
Role_Frame_Child_care_childcare_objectives,['childcare_objectives'],,['Child care.childcare_objectives'],,
Role_Frame_Organization_Organized_structure,['Organized_structure'],,['Organization.Organized_structure'],,
Role_Frame_Moral_authority_moral_authority_holder,['moral_authority_holder'],,['Moral authority.moral_authority_holder'],,
Role_Frame_Democratic_government_governed__of_democratic_state_,['governed_(of_democratic_state)'],,['Democratic government.governed_(of_democratic_state)'],,
Role_Frame_Seeing_vision,['vision'],,['Seeing.vision'],,
Role_Frame_Physical_structure_structural_stability,['structural_stability'],,['Physical structure.structural_stability'],,
Role_Frame_Destroying_cause,['cause'],,['Destroying.cause'],,
Role_Frame_Vehicular_motion_motion_controller,['motion_controller'],,['Vehicular motion.motion_controller'],,
Role_Frame_Biological_entity_health_status,['health_status'],,['Biological entity.health_status'],,['status of organism as a whole']
Role_Frame_Motion_impediment_mover,['mover'],,['Motion impediment.mover'],,
Role_Frame_Touching_tactile_input,['tactile_input'],,['Touching.tactile_input'],,
Role_Frame_Caused_change_of_state_final_state,['final_state'],,['Caused change of state.final_state'],"['Final_category', 'Final_value']",
Role_Frame_Anger_anger,['anger'],,['Anger.anger'],,['the experienced emotion']
Role_Frame_Downward_motion_motion_x_schema,['motion_x-schema'],['process'],['Downward motion.motion_x-schema'],,
Role_Frame_Vehicle_vehicle_passengers,['vehicle_passengers'],['person'],['Vehicle.vehicle_passengers'],,
Role_Frame_Seeing_see_er,['see-er'],['entity'],['Seeing.see-er'],,['The person who sees']
Role_Frame_Spatial_relation_entity_2,['entity_2'],,['Spatial relation.entity_2'],,
Role_Frame_Recreational_competition_competitor1,['competitor1'],,['Recreational competition.competitor1'],,
Role_Frame_Fullness_contents,['contents'],['Physical entity'],['Fullness.contents'],['Contents'],
Role_Frame_Analysis_analytic_standard,['analytic_standard'],,['Analysis.analytic_standard'],,
Role_Frame_Motion_back_and_forth_speed,['speed'],,['Motion back and forth.speed'],,
Role_Frame_Proximal_distal_center,['center'],,['Proximal distal.center'],,
Role_Frame_Bounded_entity_entity_exterior,['entity_exterior'],['Surface'],['Bounded entity.entity_exterior'],,['the outer side of the boundary']
Role_Frame_Resource_resource_user,['resource_user'],,['Resource.resource_user'],,['the person using the resource to achieve a purpose']
Role_Frame_Evaluation_basis_of_evaluation,['basis of evaluation'],,['Evaluation.basis of evaluation'],,"[""parameter of evaluee that is being evaluated; could be person's behavior or appearance of an object""]"
Role_Frame_Confinement_area_of_confinement,['area_of_confinement'],,['Confinement.area_of_confinement'],,['area within the bounds of confinement']
Role_Frame_Food_type,['type'],,['Food.type'],,
Role_Frame_Power_Power_holder,['Power_holder'],,['Power.Power_holder'],,
Role_Frame_Touching_sense_of_touch,['sense_of_touch'],,['Touching.sense_of_touch'],,
Role_Frame_Functionality_functional_entity,['functional_entity'],['Complex_physical_object'],['Functionality.functional_entity'],,
Role_Frame_Economic_competition_economic_prize,['economic_prize'],,['Economic competition.economic_prize'],,
Role_Frame_Artifact_purpose,['purpose'],,['Artifact.purpose'],['Use'],['the purpose artifact is used for']
Role_Frame_Dissect_entity_dissection_status_change,['entity_dissection_status_change'],,['Dissect.entity_dissection_status_change'],,
Role_Frame_Tending_to_plants_gardener,['gardener'],['person'],['Tending to plants.gardener'],,['the person who tends to the plants']
Role_Frame_Social_problems_social_program,['social_program'],,['Social problems.social_program'],,
Role_Frame_Life_cycle_end_of_life,['end_of_life'],,['Life cycle.end_of_life'],,['end of life cycle']
Role_Frame_Transfer_scenario_donor,['donor'],,['Transfer scenario.donor'],,
Role_Frame_Scale_parameter,['parameter'],,['Scale.parameter'],,['what the scale is about']
Role_Frame_Plurality_plurality_entity,['plurality_entity'],,['Plurality.plurality_entity'],,['multiplex -- the plurality as an entity']
Role_Frame_Journey_vehicle,['vehicle'],,['Journey.vehicle'],,
Role_Frame_Motion_motion_x_schema,['motion_x-schema'],,['Motion.motion_x-schema'],,
Role_Frame_Disease_doctor,['doctor'],,['Disease.doctor'],,
Role_Frame_Complex_process_process2,['process2'],['Process'],['Complex_process.process2'],,
Role_Frame_Investment_Investment_outcome,['Investment_outcome'],,['Investment.Investment_outcome'],,
Role_Frame_Quantity_entity,['entity'],,['Quantity.entity'],['Entity'],['the thing that is being quantified']
Role_Frame_Tending_to_plants_plant,['plant'],,['Tending to plants.plant'],,['the thing the gardener tends']
Role_Frame_Building_building_integrity,['building_integrity'],,['Building.building_integrity'],,
Role_Frame_Laundering_laundry_process,['laundry_process'],['Cleaning'],['Laundering.laundry_process'],,
Role_Frame_Social_group_group_decision_making,['group_decision_making'],,['Social group.group_decision_making'],,
Role_Frame_Legislation_enactment_enactment_process,['enactment_process'],,['Legislation enactment.enactment_process'],,"[""overall process in which legislators' actions change status of bill""]"
Role_Frame_Plants_plant_life_cycle,['plant_life_cycle'],,['Plants.plant_life_cycle'],,
Role_Frame_Plant_life_cycle_plant_sprouting_stage,['plant_sprouting_stage'],,['Plant life cycle.plant_sprouting_stage'],,
Role_Frame_Proximity_norm,['norm'],,['Proximity.norm'],,['normal/expected distance between profiled_region and ground']
Role_Frame_Self_initiated_state_change_value_standard,['value_standard'],,['Self-initiated state change.value_standard'],,
Role_Frame_Strict_father_family_family_whole,['family_whole'],,['Strict father family.family_whole'],,
Role_Frame_Searching_searcher,['searcher'],,['Searching.searcher'],,['the agent who is looking for something']
Role_Frame_Object_collection_less,['less'],,['Object collection.less'],,
Role_Frame_Government_institution_position_holders,['position_holders'],,['Government institution.position_holders'],,['people whole fill positions']
Role_Frame_Financial_resource_resource,['resource'],,['Financial resource.resource'],,
Role_Frame_Surface_surface,['surface'],,['Surface.surface'],,
Role_Frame_Career_career_trajectory,['career_trajectory'],,['Career.career_trajectory'],,
Role_Frame_Judgment_non_normative_judged_action,['non-normative_judged_action'],,['Judgment.non-normative_judged_action'],,['judged_action does not conform to standards']
Role_Frame_Gun_control_legislation_proponent_of_legislation,['proponent_of_legislation'],,['Gun control legislation.proponent_of_legislation'],,
Role_Frame_Unstable_unstable_entity,['unstable_entity'],,['Unstable.unstable_entity'],,
Role_Frame_Lose_possession_lose_possession_x_schema_finish,['lose_possession_x-schema.finish'],,['Lose possession.lose_possession_x-schema.finish'],,
Role_Frame_Fierce_animal_prey,['prey'],,['Fierce animal.prey'],,
Role_Frame_Erosion_erosion_cause,['erosion_cause'],,['Erosion.erosion_cause'],,"['force', 'entity or process']"
Role_Frame_Trust_relationship_change_in_relationship_integrity,['change_in_relationship_integrity'],,['Trust relationship.change_in_relationship_integrity'],,
Role_Frame_Theory_theoretical_question,['theoretical_question'],,['Theory.theoretical_question'],,
Role_Frame_X_schema_finish_conditions,['finish_conditions'],,['X-schema.finish_conditions'],,['condtions for finish transition']
Role_Frame_Death_cause_of_death,['cause_of_death'],,['Death.cause_of_death'],,
Role_Frame_Forced_motion_motion_x_schema,['motion_x-schema'],,['Forced motion.motion_x-schema'],,['effect of forceful action']
Role_Frame_Voting_voter_actions,['voter_actions'],,['Voting.voter_actions'],,"['the debating and voting the voters perform in the voting_process', 'resulting the in the status_change']"
Role_Frame_Life_main_life_goal,['main_life_goal'],,['Life.main_life_goal'],,
Role_Frame_Draw_a_picture_Audience,['Audience'],,['Draw a picture.Audience'],,
Role_Frame_Happiness_cause_of_emotion,['cause_of_emotion'],,['Happiness.cause_of_emotion'],,
Role_Frame_Injurious_gun_use_gun_user,['gun_user'],['person'],['Injurious gun use.gun_user'],,['person who (possibly unintentionally) fires the gun at injured_party']
